date,team,rank,points
1996-12-18,Puerto Rico,149,0.0
1996-12-18,Mauritius,150,0.0
1996-12-18,Nepal,151,0.0
1996-12-18,Bosnia and Herzegovina,152,0.0
1996-12-18,Guyana,153,0.0
1996-12-18,Liechtenstein,154,0.0
1996-12-18,Cape Verde Islands,155,0.0
1996-12-18,Kazakhstan,156,0.0
1996-12-18,Fiji,157,0.0
1996-12-18,Tahiti,158,0.0
1996-12-18,Rwanda,159,0.0
1996-12-18,Swaziland,160,0.0
1996-12-18,Botswana,161,0.0
1996-12-18,Lesotho,162,0.0
1996-12-18,Tajikistan,163,0.0
1996-12-18,Tonga,164,0.0
1996-12-18,San Marino,165,0.0
1996-12-18,Philippines,166,0.0
1996-12-18,Bermuda,167,0.0
1996-12-18,Kyrgyz Republic,168,0.0
1996-12-18,Papua New Guinea,169,0.0
1996-12-18,Brunei Darussalam,170,0.0
1996-12-18,Solomon Islands,171,0.0
1996-12-18,Macau,172,0.0
1996-12-18,Pakistan,173,0.0
1996-12-18,Chinese Taipei,174,0.0
1996-12-18,Seychelles,175,0.0
1996-12-18,Maldives,176,0.0
1996-12-18,Samoa,177,0.0
1996-12-18,Somalia,178,0.0
1996-12-18,Nicaragua,179,0.0
1996-12-18,Vanuatu,180,0.0
1996-12-18,Aruba,181,0.0
1996-12-18,Belize,182,0.0
1996-12-18,Central African Republic,183,0.0
1996-12-18,Libya,184,0.0
1996-12-18,Djibouti,185,0.0
1996-12-18,Cambodia,186,0.0
1996-12-18,Andorra,187,0.0
1996-12-18,Chad,188,0.0
1996-12-18,Cook Islands,188,0.0
1996-12-18,Guam,188,0.0
1997-02-27,Brazil,1,0.0
1997-02-27,Germany,2,0.0
1997-02-27,France,3,0.0
1997-02-27,Denmark,4,0.0
1997-02-27,Colombia,5,0.0
1997-02-27,Czech Republic,6,0.0
1997-02-27,Spain,7,0.0
1997-02-27,Russia,8,0.0
1997-02-27,Netherlands,9,0.0
1997-02-27,Italy,10,0.0
1997-02-27,Mexico,11,0.0
1997-02-27,England,12,0.0
1997-02-27,Portugal,13,0.0
1997-02-27,Bulgaria,14,0.0
1997-02-27,Romania,15,0.0
1997-02-27,Sweden,16,0.0
1997-02-27,Norway,17,0.0
1997-02-27,Argentina,18,0.0
1997-02-27,Japan,19,0.0
1997-02-27,Zambia,20,0.0
1997-02-27,Chile,21,0.0
1997-02-27,United States,22,0.0
1997-02-27,South Africa,23,0.0
1997-02-27,Slovakia,24,0.0
1997-02-27,Croatia,25,0.0
1997-02-27,Tunisia,26,0.0
1997-02-27,Scotland,27,0.0
1997-02-27,Morocco,28,0.0
1997-02-27,Turkey,29,0.0
1997-02-27,Jamaica,30,0.0
1997-02-27,Paraguay,31,0.0
1997-02-27,Egypt,32,0.0
1997-02-27,Australia,33,0.0
1997-02-27,Austria,34,0.0
1997-02-27,Ecuador,35,0.0
1997-02-27,Saudi Arabia,36,0.0
1997-02-27,Bolivia,37,0.0
1997-02-27,Ghana,38,0.0
1997-02-27,Republic of Ireland,39,0.0
1997-02-27,Greece,40,0.0
1997-02-27,South Korea,41,0.0
1997-02-27,Trinidad and Tobago,42,0.0
1997-02-27,Uruguay,43,0.0
1997-02-27,Belgium,44,0.0
1997-02-27,Peru,45,0.0
1997-02-27,Honduras,46,0.0
1997-02-27,Ivory Coast,47,0.0
1997-02-27,Canada,48,0.0
1997-02-27,Lithuania,49,0.0
1997-02-27,Zimbabwe,50,0.0
1997-02-27,Switzerland,51,0.0
1997-02-27,Israel,52,0.0
1997-02-27,Algeria,53,0.0
1997-02-27,Yugoslavia,54,0.0
1997-02-27,Gabon,55,0.0
1997-02-27,Poland,56,0.0
1997-02-27,Guinea,57,0.0
1997-02-27,Senegal,58,0.0
1997-02-27,Cameroon,59,0.0
1997-02-27,Mali,60,0.0
1997-02-27,Thailand,61,0.0
1997-02-27,Iceland,62,0.0
1997-02-27,Zaire,63,0.0
1997-02-27,Nigeria,64,0.0
1997-02-27,United Arab Emirates,64,0.0
1997-02-27,Costa Rica,66,0.0
1997-02-27,Ukraine,67,0.0
1997-02-27,Northern Ireland,68,0.0
1997-02-27,Kuwait,69,0.0
1997-02-27,Togo,70,0.0
1997-02-27,Cuba,71,0.0
1997-02-27,Angola,72,0.0
1997-02-27,Qatar,73,0.0
1997-02-27,El Salvador,74,0.0
1997-02-27,Sudan,75,0.0
1997-02-27,Hungary,76,0.0
1997-02-27,Cyprus,77,0.0
1997-02-27,Finland,78,0.0
1997-02-27,China PR,79,0.0
1997-02-27,Uganda,80,0.0
1997-02-27,Iran,81,0.0
1997-02-27,Wales,82,0.0
1997-02-27,Mozambique,83,0.0
1997-02-27,Latvia,84,0.0
1997-02-27,FYR Macedonia,85,0.0
1997-02-27,Sierra Leone,86,0.0
1997-02-27,Lebanon,87,0.0
1997-02-27,Malawi,88,0.0
1997-02-27,Slovenia,89,0.0
1997-02-27,Tanzania,90,0.0
1997-02-27,Belarus,91,0.0
1997-02-27,Oman,92,0.0
1997-02-27,St Vincent and the Grenadines,93,0.0
1997-02-27,Congo,94,0.0
1997-02-27,Singapore,95,0.0
1997-02-27,Georgia,96,0.0
1997-02-27,Malaysia,97,0.0
1997-02-27,Iraq,98,0.0
1997-02-27,Burkina Faso,99,0.0
1997-02-27,Liberia,100,0.0
1997-02-27,Namibia,101,0.0
1997-02-27,Vietnam,102,0.0
1997-02-27,Panama,103,0.0
1997-02-27,Estonia,104,0.0
1997-02-27,Myanmar,105,0.0
1997-02-27,Guatemala,106,0.0
1997-02-27,Kenya,107,0.0
1997-02-27,Armenia,108,0.0
1997-02-27,Ethiopia,109,0.0
1997-02-27,Uzbekistan,110,0.0
1997-02-27,Barbados,111,0.0
1997-02-27,Venezuela,112,0.0
1997-02-27,Haiti,113,0.0
1997-02-27,Mauritania,114,0.0
1997-02-27,Syria,115,0.0
1997-02-27,New Zealand,116,0.0
1997-02-27,Moldova,117,0.0
1997-02-27,Albania,118,0.0
1997-02-27,Bahrain,119,0.0
1997-02-27,Indonesia,120,0.0
1997-02-27,India,121,0.0
1997-02-27,Malta,122,0.0
1997-02-27,St Kitts and Nevis,123,0.0
1997-02-27,Luxembourg,124,0.0
1997-02-27,Azerbaijan,125,0.0
1997-02-27,Sri Lanka,126,0.0
1997-02-27,Grenada,127,0.0
1997-02-27,Gambia,128,0.0
1997-02-27,Benin,129,0.0
1997-02-27,Dominican Republic,130,0.0
1997-02-27,Suriname,131,0.0
1997-02-27,Niger,132,0.0
1997-02-27,Guinea-Bissau,133,0.0
1997-02-27,St Lucia,134,0.0
1997-02-27,Hong Kong,135,0.0
1997-02-27,Faroe Islands,136,0.0
1997-02-27,Bangladesh,137,0.0
1997-02-27,Burundi,138,0.0
1997-02-27,Bosnia and Herzegovina,139,0.0
1997-02-27,Dominica,140,0.0
1997-02-27,Madagascar,141,0.0
1997-02-27,Turkmenistan,142,0.0
1997-02-27,Netherlands Antilles,143,0.0
1997-02-27,Jordan,144,0.0
1997-02-27,Korea DPR,145,0.0
1997-02-27,Antigua and Barbuda,146,0.0
1997-02-27,Laos,147,0.0
1997-02-27,Cayman Islands,148,0.0
1997-02-27,Yemen,149,0.0
1997-02-27,Puerto Rico,150,0.0
1997-02-27,Mauritius,151,0.0
1997-02-27,Nepal,152,0.0
1997-02-27,Guyana,153,0.0
1997-02-27,Liechtenstein,154,0.0
1997-02-27,Cape Verde Islands,155,0.0
1997-02-27,Kazakhstan,156,0.0
1997-02-27,Tahiti,157,0.0
1997-02-27,Fiji,158,0.0
1997-02-27,Rwanda,159,0.0
1997-02-27,Swaziland,160,0.0
1997-02-27,Botswana,161,0.0
1997-02-27,Lesotho,162,0.0
1997-02-27,Tajikistan,163,0.0
1997-02-27,Tonga,164,0.0
1997-02-27,San Marino,165,0.0
1997-02-27,Philippines,166,0.0
1997-02-27,Bermuda,167,0.0
1997-02-27,Papua New Guinea,168,0.0
1997-02-27,Kyrgyz Republic,169,0.0
1997-02-27,Brunei Darussalam,170,0.0
1997-02-27,Solomon Islands,171,0.0
1997-02-27,Pakistan,172,0.0
1997-02-27,Chinese Taipei,173,0.0
1997-02-27,Seychelles,174,0.0
1997-02-27,Macau,175,0.0
1997-02-27,Maldives,176,0.0
1997-02-27,Samoa,177,0.0
1997-02-27,Nicaragua,178,0.0
1997-02-27,Somalia,179,0.0
1997-02-27,Vanuatu,180,0.0
1997-02-27,Aruba,181,0.0
1997-02-27,Belize,182,0.0
1997-02-27,Central African Republic,183,0.0
1997-02-27,Libya,184,0.0
1997-02-27,Djibouti,185,0.0
1997-02-27,Cambodia,186,0.0
1997-02-27,Andorra,187,0.0
1997-02-27,Chad,188,0.0
1997-02-27,Cook Islands,188,0.0
1997-02-27,Guam,188,0.0
1997-04-09,Brazil,1,0.0
1997-04-09,Germany,2,0.0
1997-04-09,France,3,0.0
1997-04-09,Spain,4,0.0
1997-04-09,Denmark,5,0.0
1997-04-09,Czech Republic,6,0.0
1997-04-09,Italy,7,0.0
1997-04-09,Colombia,8,0.0
1997-04-09,Romania,9,0.0
1997-04-09,Netherlands,10,0.0
1997-04-09,Russia,11,0.0
1997-04-09,Mexico,12,0.0
1997-04-09,Bulgaria,13,0.0
1997-04-09,England,14,0.0
1997-04-09,Portugal,15,0.0
1997-04-09,Japan,16,0.0
1997-04-09,Sweden,17,0.0
1997-04-09,Norway,18,0.0
1997-04-09,Argentina,19,0.0
1997-04-09,Slovakia,20,0.0
1997-04-09,United States,21,0.0
1997-04-09,Zambia,22,0.0
1997-04-09,Paraguay,23,0.0
1997-04-09,Scotland,24,0.0
1997-04-09,South Africa,25,0.0
1997-04-09,Chile,26,0.0
1997-04-09,Saudi Arabia,27,0.0
1997-04-09,Croatia,28,0.0
1997-04-09,Greece,29,0.0
1997-04-09,Tunisia,29,0.0
1997-04-09,Turkey,31,0.0
1997-04-09,Bolivia,32,0.0
1997-04-09,Australia,33,0.0
1997-04-09,South Korea,34,0.0
1997-04-09,Ecuador,35,0.0
1997-04-09,Egypt,36,0.0
1997-04-09,Jamaica,37,0.0
1997-04-09,Morocco,38,0.0
1997-04-09,Belgium,39,0.0
1997-04-09,Ghana,40,0.0
1997-04-09,Republic of Ireland,41,0.0
1997-04-09,Uruguay,42,0.0
1997-04-09,Ivory Coast,43,0.0
1997-04-09,Trinidad and Tobago,44,0.0
1997-04-09,Peru,45,0.0
1997-04-09,Yugoslavia,46,0.0
1997-04-09,Austria,47,0.0
1997-04-09,Ukraine,48,0.0
1997-04-09,Zimbabwe,49,0.0
1997-04-09,Honduras,50,0.0
1997-04-09,Switzerland,51,0.0
1997-04-09,Poland,52,0.0
1997-04-09,Israel,53,0.0
1997-04-09,Lithuania,54,0.0
1997-04-09,Canada,55,0.0
1997-04-09,Algeria,56,0.0
1997-04-09,Costa Rica,57,0.0
1997-04-09,Gabon,58,0.0
1997-04-09,Guinea,59,0.0
1997-04-09,China PR,60,0.0
1997-04-09,Thailand,61,0.0
1997-04-09,Cameroon,62,0.0
1997-04-09,Northern Ireland,63,0.0
1997-04-09,Senegal,64,0.0
1997-04-09,Mali,65,0.0
1997-04-09,Kuwait,66,0.0
1997-04-09,Zaire,67,0.0
1997-04-09,United Arab Emirates,68,0.0
1997-04-09,Finland,69,0.0
1997-04-09,Togo,70,0.0
1997-04-09,Nigeria,71,0.0
1997-04-09,Hungary,72,0.0
1997-04-09,Cuba,73,0.0
1997-04-09,Angola,74,0.0
1997-04-09,Qatar,75,0.0
1997-04-09,Iceland,76,0.0
1997-04-09,El Salvador,77,0.0
1997-04-09,Cyprus,78,0.0
1997-04-09,Mozambique,79,0.0
1997-04-09,FYR Macedonia,80,0.0
1997-04-09,Wales,81,0.0
1997-04-09,Sudan,82,0.0
1997-04-09,Slovenia,83,0.0
1997-04-09,Malaysia,84,0.0
1997-04-09,Iraq,85,0.0
1997-04-09,Malawi,86,0.0
1997-04-09,Iran,87,0.0
1997-04-09,Uganda,87,0.0
1997-04-09,Latvia,89,0.0
1997-04-09,Oman,90,0.0
1997-04-09,Sierra Leone,91,0.0
1997-04-09,Namibia,92,0.0
1997-04-09,Lebanon,93,0.0
1997-04-09,Tanzania,94,0.0
1997-04-09,Belarus,95,0.0
1997-04-09,Estonia,96,0.0
1997-04-09,Liberia,97,0.0
1997-04-09,Congo,98,0.0
1997-04-09,St Vincent and the Grenadines,99,0.0
1997-04-09,Georgia,100,0.0
1997-04-09,Singapore,101,0.0
1997-04-09,Guatemala,102,0.0
1997-04-09,Burkina Faso,103,0.0
1997-04-09,Panama,104,0.0
1997-04-09,Kenya,105,0.0
1997-04-09,Vietnam,106,0.0
1997-04-09,Myanmar,107,0.0
1997-04-09,Ethiopia,108,0.0
1997-04-09,Venezuela,109,0.0
1997-04-09,Armenia,110,0.0
1997-04-09,Bahrain,111,0.0
1997-04-09,Uzbekistan,112,0.0
1997-04-09,Syria,113,0.0
1997-04-09,Barbados,114,0.0
1997-04-09,Indonesia,115,0.0
1997-04-09,Bosnia and Herzegovina,116,0.0
1997-04-09,Albania,117,0.0
1997-04-09,Haiti,118,0.0
1997-04-09,Moldova,119,0.0
1997-04-09,Mauritania,120,0.0
1997-04-09,India,121,0.0
1997-04-09,New Zealand,122,0.0
1997-04-09,Malta,123,0.0
1997-04-09,Azerbaijan,124,0.0
1997-04-09,St Kitts and Nevis,125,0.0
1997-04-09,Hong Kong,126,0.0
1997-04-09,Sri Lanka,127,0.0
1997-04-09,Benin,128,0.0
1997-04-09,Gambia,129,0.0
1997-04-09,Bangladesh,130,0.0
1997-04-09,Luxembourg,131,0.0
1997-04-09,Suriname,132,0.0
1997-04-09,Grenada,133,0.0
1997-04-09,St Lucia,134,0.0
1997-04-09,Niger,135,0.0
1997-04-09,Guinea-Bissau,136,0.0
1997-04-09,Dominican Republic,137,0.0
1997-04-09,Solomon Islands,138,0.0
1997-04-09,Faroe Islands,139,0.0
1997-04-09,Burundi,140,0.0
1997-04-09,Jordan,141,0.0
1997-04-09,Madagascar,142,0.0
1997-04-09,Netherlands Antilles,143,0.0
1997-04-09,Mauritius,144,0.0
1997-04-09,Dominica,145,0.0
1997-04-09,Nepal,146,0.0
1997-04-09,Laos,147,0.0
1997-04-09,Korea DPR,148,0.0
1997-04-09,Chinese Taipei,149,0.0
1997-04-09,Turkmenistan,150,0.0
1997-04-09,Yemen,151,0.0
1997-04-09,Cayman Islands,152,0.0
1997-04-09,Puerto Rico,153,0.0
1997-04-09,Fiji,154,0.0
1997-04-09,Antigua and Barbuda,155,0.0
1997-04-09,Guyana,156,0.0
1997-04-09,Liechtenstein,157,0.0
1997-04-09,Kazakhstan,158,0.0
1997-04-09,Cape Verde Islands,159,0.0
1997-04-09,Tahiti,160,0.0
1997-04-09,Bermuda,161,0.0
1997-04-09,Botswana,162,0.0
1997-04-09,Rwanda,163,0.0
1997-04-09,San Marino,164,0.0
1997-04-09,Lesotho,165,0.0
1997-04-09,Swaziland,166,0.0
1997-04-09,Tajikistan,167,0.0
1997-04-09,Tonga,168,0.0
1997-04-09,Philippines,169,0.0
1997-04-09,Macau,170,0.0
1997-04-09,Papua New Guinea,171,0.0
1997-04-09,Aruba,172,0.0
1997-04-09,Kyrgyz Republic,173,0.0
1997-04-09,Brunei Darussalam,174,0.0
1997-04-09,Pakistan,175,0.0
1997-04-09,Seychelles,176,0.0
1997-04-09,Maldives,177,0.0
1997-04-09,Samoa,178,0.0
1997-04-09,Vanuatu,179,0.0
1997-04-09,Somalia,180,0.0
1997-04-09,Nicaragua,181,0.0
1997-04-09,Belize,182,0.0
1997-04-09,Central African Republic,183,0.0
1997-04-09,Libya,184,0.0
1997-04-09,Djibouti,185,0.0
1997-04-09,Cambodia,186,0.0
1997-04-09,Andorra,187,0.0
1997-04-09,Chad,188,0.0
1997-04-09,Cook Islands,188,0.0
1997-04-09,Guam,188,0.0
1997-05-14,Brazil,1,0.0
1997-05-14,Germany,2,0.0
1997-05-14,Denmark,3,0.0
1997-05-14,France,4,0.0
1997-05-14,Spain,5,0.0
1997-05-14,Italy,6,0.0
1997-05-14,Netherlands,7,0.0
1997-05-14,Czech Republic,8,0.0
1997-05-14,Romania,9,0.0
1997-05-14,Russia,10,0.0
1997-05-14,Colombia,11,0.0
1997-05-14,Mexico,12,0.0
1997-05-14,England,13,0.0
1997-05-14,Bulgaria,14,0.0
1997-05-14,Norway,15,0.0
1997-05-14,Portugal,16,0.0
1997-05-14,Slovakia,17,0.0
1997-05-14,Japan,18,0.0
1997-05-14,Morocco,19,0.0
1997-05-14,Sweden,20,0.0
1997-05-14,Argentina,21,0.0
1997-05-14,Paraguay,22,0.0
1997-05-14,Zambia,23,0.0
1997-05-14,Tunisia,24,0.0
1997-05-14,South Africa,25,0.0
1997-05-14,United States,26,0.0
1997-05-14,Chile,27,0.0
1997-05-14,Croatia,28,0.0
1997-05-14,Scotland,29,0.0
1997-05-14,Saudi Arabia,30,0.0
1997-05-14,Belgium,31,0.0
1997-05-14,Bolivia,32,0.0
1997-05-14,Egypt,33,0.0
1997-05-14,Australia,34,0.0
1997-05-14,Ghana,35,0.0
1997-05-14,South Korea,36,0.0
1997-05-14,Greece,37,0.0
1997-05-14,Jamaica,38,0.0
1997-05-14,Peru,39,0.0
1997-05-14,Ecuador,40,0.0
1997-05-14,Cameroon,41,0.0
1997-05-14,Turkey,42,0.0
1997-05-14,Israel,43,0.0
1997-05-14,Republic of Ireland,44,0.0
1997-05-14,Honduras,45,0.0
1997-05-14,Austria,46,0.0
1997-05-14,Trinidad and Tobago,47,0.0
1997-05-14,Yugoslavia,48,0.0
1997-05-14,Lithuania,49,0.0
1997-05-14,Ivory Coast,50,0.0
1997-05-14,Ukraine,51,0.0
1997-05-14,Canada,52,0.0
1997-05-14,Costa Rica,53,0.0
1997-05-14,Uruguay,54,0.0
1997-05-14,Zimbabwe,55,0.0
1997-05-14,Switzerland,56,0.0
1997-05-14,Poland,57,0.0
1997-05-14,Gabon,58,0.0
1997-05-14,Algeria,59,0.0
1997-05-14,China PR,60,0.0
1997-05-14,Nigeria,61,0.0
1997-05-14,Kuwait,62,0.0
1997-05-14,Northern Ireland,63,0.0
1997-05-14,Thailand,64,0.0
1997-05-14,United Arab Emirates,65,0.0
1997-05-14,Angola,66,0.0
1997-05-14,Guinea,67,0.0
1997-05-14,Senegal,68,0.0
1997-05-14,Mali,69,0.0
1997-05-14,Zaire,70,0.0
1997-05-14,El Salvador,71,0.0
1997-05-14,Finland,72,0.0
1997-05-14,Iran,73,0.0
1997-05-14,Hungary,74,0.0
1997-05-14,Iraq,75,0.0
1997-05-14,Iceland,76,0.0
1997-05-14,Togo,77,0.0
1997-05-14,Qatar,78,0.0
1997-05-14,Cuba,79,0.0
1997-05-14,Latvia,80,0.0
1997-05-14,Sierra Leone,81,0.0
1997-05-14,Cyprus,82,0.0
1997-05-14,Wales,83,0.0
1997-05-14,Slovenia,84,0.0
1997-05-14,Sudan,85,0.0
1997-05-14,Malawi,86,0.0
1997-05-14,Malaysia,87,0.0
1997-05-14,Mozambique,88,0.0
1997-05-14,FYR Macedonia,89,0.0
1997-05-14,Uganda,90,0.0
1997-05-14,Guatemala,91,0.0
1997-05-14,Liberia,92,0.0
1997-05-14,Oman,93,0.0
1997-05-14,Lebanon,94,0.0
1997-05-14,Congo,95,0.0
1997-05-14,Namibia,96,0.0
1997-05-14,Kenya,97,0.0
1997-05-14,Tanzania,98,0.0
1997-05-14,Singapore,99,0.0
1997-05-14,Belarus,100,0.0
1997-05-14,Estonia,101,0.0
1997-05-14,Georgia,102,0.0
1997-05-14,Barbados,103,0.0
1997-05-14,Uzbekistan,104,0.0
1997-05-14,Panama,105,0.0
1997-05-14,Burkina Faso,106,0.0
1997-05-14,Armenia,107,0.0
1997-05-14,Vietnam,108,0.0
1997-05-14,Indonesia,109,0.0
1997-05-14,Myanmar,110,0.0
1997-05-14,Bahrain,111,0.0
1997-05-14,St Vincent and the Grenadines,112,0.0
1997-05-14,Venezuela,113,0.0
1997-05-14,India,114,0.0
1997-05-14,Syria,115,0.0
1997-05-14,Bosnia and Herzegovina,116,0.0
1997-05-14,Ethiopia,117,0.0
1997-05-14,Grenada,118,0.0
1997-05-14,Mauritania,119,0.0
1997-05-14,Albania,120,0.0
1997-05-14,Moldova,121,0.0
1997-05-14,Azerbaijan,122,0.0
1997-05-14,Malta,123,0.0
1997-05-14,Haiti,124,0.0
1997-05-14,St Kitts and Nevis,125,0.0
1997-05-14,Hong Kong,126,0.0
1997-05-14,Sri Lanka,127,0.0
1997-05-14,Benin,128,0.0
1997-05-14,Jordan,129,0.0
1997-05-14,Luxembourg,130,0.0
1997-05-14,Gambia,131,0.0
1997-05-14,Faroe Islands,132,0.0
1997-05-14,New Zealand,133,0.0
1997-05-14,Bangladesh,134,0.0
1997-05-14,Dominica,135,0.0
1997-05-14,Guinea-Bissau,136,0.0
1997-05-14,St Lucia,137,0.0
1997-05-14,Suriname,138,0.0
1997-05-14,Solomon Islands,139,0.0
1997-05-14,Niger,140,0.0
1997-05-14,Dominican Republic,141,0.0
1997-05-14,Yemen,142,0.0
1997-05-14,Burundi,143,0.0
1997-05-14,Madagascar,144,0.0
1997-05-14,Mauritius,145,0.0
1997-05-14,Nepal,146,0.0
1997-05-14,Laos,147,0.0
1997-05-14,Turkmenistan,148,0.0
1997-05-14,Chinese Taipei,149,0.0
1997-05-14,Netherlands Antilles,150,0.0
1997-05-14,Korea DPR,151,0.0
1997-05-14,Tajikistan,152,0.0
1997-05-14,Lesotho,153,0.0
1997-05-14,Cayman Islands,154,0.0
1997-05-14,Fiji,155,0.0
1997-05-14,Antigua and Barbuda,156,0.0
1997-05-14,Puerto Rico,157,0.0
1997-05-14,Liechtenstein,158,0.0
1997-05-14,Botswana,159,0.0
1997-05-14,Swaziland,160,0.0
1997-05-14,Kazakhstan,161,0.0
1997-05-14,Cape Verde Islands,162,0.0
1997-05-14,Guyana,163,0.0
1997-05-14,Rwanda,164,0.0
1997-05-14,Bermuda,165,0.0
1997-05-14,San Marino,166,0.0
1997-05-14,Tonga,167,0.0
1997-05-14,Philippines,168,0.0
1997-05-14,Tahiti,169,0.0
1997-05-14,Macau,170,0.0
1997-05-14,Papua New Guinea,171,0.0
1997-05-14,Aruba,172,0.0
1997-05-14,Kyrgyz Republic,173,0.0
1997-05-14,Brunei Darussalam,174,0.0
1997-05-14,Belize,175,0.0
1997-05-14,Pakistan,176,0.0
1997-05-14,Seychelles,177,0.0
1997-05-14,British Virgin Islands,178,0.0
1997-05-14,Maldives,179,0.0
1997-05-14,Samoa,180,0.0
1997-05-14,Nicaragua,181,0.0
1997-05-14,Cambodia,182,0.0
1997-05-14,Vanuatu,183,0.0
1997-05-14,Somalia,184,0.0
1997-05-14,Central African Republic,185,0.0
1997-05-14,Libya,186,0.0
1997-05-14,Djibouti,187,0.0
1997-05-14,Andorra,188,0.0
1997-05-14,Chad,189,0.0
1997-05-14,Guam,190,0.0
1997-05-14,Cook Islands,191,0.0
1997-05-14,Anguilla,192,0.0
1997-06-18,Brazil,1,0.0
1997-06-18,Germany,2,0.0
1997-06-18,Spain,3,0.0
1997-06-18,Denmark,4,0.0
1997-06-18,France,5,0.0
1997-06-18,Romania,6,0.0
1997-06-18,England,7,0.0
1997-06-18,Russia,8,0.0
1997-06-18,Italy,9,0.0
1997-06-18,Netherlands,10,0.0
1997-06-18,Czech Republic,11,0.0
1997-06-18,Mexico,12,0.0
1997-06-18,Colombia,13,0.0
1997-06-18,Morocco,14,0.0
1997-06-18,Norway,15,0.0
1997-06-18,Argentina,16,0.0
1997-06-18,Japan,17,0.0
1997-06-18,Zambia,18,0.0
1997-06-18,South Africa,19,0.0
1997-06-18,Slovakia,20,0.0
1997-06-18,Portugal,21,0.0
1997-06-18,Scotland,22,0.0
1997-06-18,Bulgaria,23,0.0
1997-06-18,Paraguay,24,0.0
1997-06-18,Sweden,25,0.0
1997-06-18,United States,26,0.0
1997-06-18,Chile,27,0.0
1997-06-18,Tunisia,28,0.0
1997-06-18,Croatia,29,0.0
1997-06-18,Saudi Arabia,30,0.0
1997-06-18,Belgium,31,0.0
1997-06-18,South Korea,32,0.0
1997-06-18,Australia,33,0.0
1997-06-18,Bolivia,34,0.0
1997-06-18,Yugoslavia,35,0.0
1997-06-18,Ghana,36,0.0
1997-06-18,Jamaica,37,0.0
1997-06-18,Ecuador,38,0.0
1997-06-18,Peru,39,0.0
1997-06-18,Republic of Ireland,40,0.0
1997-06-18,Greece,41,0.0
1997-06-18,Egypt,42,0.0
1997-06-18,Austria,43,0.0
1997-06-18,Turkey,44,0.0
1997-06-18,Cameroon,45,0.0
1997-06-18,Canada,46,0.0
1997-06-18,Honduras,47,0.0
1997-06-18,Ukraine,48,0.0
1997-06-18,Lithuania,49,0.0
1997-06-18,Israel,50,0.0
1997-06-18,Uruguay,51,0.0
1997-06-18,Ivory Coast,52,0.0
1997-06-18,Costa Rica,53,0.0
1997-06-18,Nigeria,54,0.0
1997-06-18,Kuwait,55,0.0
1997-06-18,Iran,56,0.0
1997-06-18,Poland,57,0.0
1997-06-18,China PR,58,0.0
1997-06-18,Guinea,59,0.0
1997-06-18,Algeria,60,0.0
1997-06-18,Switzerland,61,0.0
1997-06-18,Zimbabwe,62,0.0
1997-06-18,Angola,63,0.0
1997-06-18,Gabon,64,0.0
1997-06-18,Trinidad and Tobago,65,0.0
1997-06-18,Thailand,66,0.0
1997-06-18,United Arab Emirates,67,0.0
1997-06-18,Finland,68,0.0
1997-06-18,Northern Ireland,69,0.0
1997-06-18,Senegal,70,0.0
1997-06-18,Hungary,71,0.0
1997-06-18,Mali,72,0.0
1997-06-18,El Salvador,73,0.0
1997-06-18,Latvia,74,0.0
1997-06-18,Iraq,75,0.0
1997-06-18,Zaire,76,0.0
1997-06-18,Togo,77,0.0
1997-06-18,FYR Macedonia,78,0.0
1997-06-18,Qatar,79,0.0
1997-06-18,Sierra Leone,80,0.0
1997-06-18,Cyprus,81,0.0
1997-06-18,Mozambique,82,0.0
1997-06-18,Iceland,83,0.0
1997-06-18,Malawi,84,0.0
1997-06-18,Wales,85,0.0
1997-06-18,Malaysia,86,0.0
1997-06-18,Lebanon,87,0.0
1997-06-18,Uganda,88,0.0
1997-06-18,Slovenia,89,0.0
1997-06-18,Guatemala,90,0.0
1997-06-18,Uzbekistan,91,0.0
1997-06-18,Sudan,92,0.0
1997-06-18,Congo,93,0.0
1997-06-18,Namibia,94,0.0
1997-06-18,Liberia,95,0.0
1997-06-18,Cuba,96,0.0
1997-06-18,Georgia,97,0.0
1997-06-18,Oman,98,0.0
1997-06-18,Estonia,99,0.0
1997-06-18,Tanzania,100,0.0
1997-06-18,Burkina Faso,101,0.0
1997-06-18,Singapore,102,0.0
1997-06-18,Kenya,103,0.0
1997-06-18,Belarus,104,0.0
1997-06-18,Syria,105,0.0
1997-06-18,Panama,106,0.0
1997-06-18,Armenia,107,0.0
1997-06-18,Indonesia,108,0.0
1997-06-18,Vietnam,109,0.0
1997-06-18,Myanmar,110,0.0
1997-06-18,Venezuela,111,0.0
1997-06-18,Barbados,112,0.0
1997-06-18,Bahrain,113,0.0
1997-06-18,St Vincent and the Grenadines,114,0.0
1997-06-18,Bosnia and Herzegovina,115,0.0
1997-06-18,India,116,0.0
1997-06-18,Ethiopia,117,0.0
1997-06-18,New Zealand,118,0.0
1997-06-18,Grenada,119,0.0
1997-06-18,Albania,120,0.0
1997-06-18,Malta,121,0.0
1997-06-18,Moldova,122,0.0
1997-06-18,Azerbaijan,123,0.0
1997-06-18,Faroe Islands,124,0.0
1997-06-18,Tajikistan,125,0.0
1997-06-18,Mauritania,126,0.0
1997-06-18,Hong Kong,127,0.0
1997-06-18,Haiti,128,0.0
1997-06-18,Turkmenistan,129,0.0
1997-06-18,Benin,130,0.0
